visit.id,layer,var,category,value,species,lifestage
1096,fuzzy,sd,suitable,0.097,chinook,spawner
1096,fuzzy,area,reach,10992.87,steelhead,spawner
1096,fuzzy,area,suitable,6763.03,steelhead,spawner
1096,fuzzy,pred.fish,suitable,195,steelhead,spawner
1096,fuzzy,pred.fish,reach,195,steelhead,spawner
1096,fuzzy,med,reach,0.459,steelhead,spawner
1096,fuzzy,mean,reach,0.432,steelhead,spawner
1096,fuzzy,sd,reach,0.188,steelhead,spawner
1096,fuzzy,med,suitable,0.548,steelhead,spawner
1096,fuzzy,mean,suitable,0.555,steelhead,spawner
1096,fuzzy,sd,suitable,0.097,steelhead,spawner
1096,fuzzy,area,reach,10992.87,chinook,juvenile
1096,fuzzy,area,suitable,6813.67,chinook,juvenile
1096,fuzzy,pred.fish,suitable,7220,chinook,juvenile
1096,fuzzy,pred.fish,reach,7220,chinook,juvenile
1096,fuzzy,med,reach,0.5,chinook,juvenile
1096,fuzzy,mean,reach,0.468,chinook,juvenile
1096,fuzzy,sd,reach,0.251,chinook,juvenile
1096,fuzzy,med,suitable,0.64,chinook,juvenile
1096,fuzzy,mean,suitable,0.637,chinook,juvenile
1096,fuzzy,sd,suitable,0.134,chinook,juvenile
1164,thalweg,length,reach,182.522,NA,NA
1164,thalweg,length,main,119.191,NA,NA
1164,nrei,area,reach,425.36,steelhead,juvenile
1164,nrei,area,suitable,129.02,steelhead,juvenile
1164,nrei,pred.fish,suitable,75,steelhead,juvenile
1164,nrei,pred.fish,reach,75,steelhead,juvenile
1164,nrei,med,reach,-0.19,steelhead,juvenile
1164,nrei,mean,reach,3.437,steelhead,juvenile
1164,nrei,sd,reach,41.854,steelhead,juvenile
1164,nrei,med,suitable,30.861,steelhead,juvenile
1164,nrei,mean,suitable,32.127,steelhead,juvenile
1164,nrei,sd,suitable,26.783,steelhead,juvenile
1164,fuzzy,area,reach,410.85,chinook,spawner
1164,fuzzy,area,suitable,84.33,chinook,spawner
1164,fuzzy,pred.fish,suitable,1,chinook,spawner
1164,fuzzy,pred.fish,reach,1,chinook,spawner
1164,fuzzy,med,reach,0.23,chinook,spawner
1164,fuzzy,mean,reach,0.28,chinook,spawner
1164,fuzzy,sd,reach,0.139,chinook,spawner
1164,fuzzy,med,suitable,0.509,chinook,spawner
1164,fuzzy,mean,suitable,0.516,chinook,spawner
1164,fuzzy,sd,suitable,0.078,chinook,spawner
1164,fuzzy,area,reach,410.85,steelhead,spawner
1164,fuzzy,area,suitable,89.93,steelhead,spawner
1164,fuzzy,pred.fish,suitable,2,steelhead,spawner
1164,fuzzy,pred.fish,reach,2,steelhead,spawner
1164,fuzzy,med,reach,0.078,steelhead,spawner
1164,fuzzy,mean,reach,0.212,steelhead,spawner
1164,fuzzy,sd,reach,0.189,steelhead,spawner
1164,fuzzy,med,suitable,0.533,steelhead,spawner
1164,fuzzy,mean,suitable,0.528,steelhead,spawner
1164,fuzzy,sd,suitable,0.079,steelhead,spawner
1164,fuzzy,area,reach,410.85,chinook,juvenile
1164,fuzzy,area,suitable,102.82,chinook,juvenile
1164,fuzzy,pred.fish,suitable,85,chinook,juvenile
1164,fuzzy,pred.fish,reach,85,chinook,juvenile
1164,fuzzy,med,reach,0.104,chinook,juvenile
1164,fuzzy,mean,reach,0.233,chinook,juvenile
1164,fuzzy,sd,reach,0.183,chinook,juvenile
1164,fuzzy,med,suitable,0.488,chinook,juvenile
1164,fuzzy,mean,suitable,0.502,chinook,juvenile
1164,fuzzy,sd,suitable,0.072,chinook,juvenile
1175,thalweg,length,reach,271.271,NA,NA
1175,thalweg,length,main,145.453,NA,NA
1175,nrei,area,reach,536.04,steelhead,juvenile
1175,nrei,area,suitable,107.39,steelhead,juvenile
1175,nrei,pred.fish,suitable,62,steelhead,juvenile
1175,nrei,pred.fish,reach,62,steelhead,juvenile
1175,nrei,med,reach,-8.771,steelhead,juvenile
1175,nrei,mean,reach,-5.001,steelhead,juvenile
1175,nrei,sd,reach,28.941,steelhead,juvenile
1175,nrei,med,suitable,22.248,steelhead,juvenile
1175,nrei,mean,suitable,23.956,steelhead,juvenile
1175,nrei,sd,suitable,17.123,steelhead,juvenile
1175,fuzzy,area,reach,484.98,chinook,spawner
1175,fuzzy,area,suitable,67.94,chinook,spawner
1175,fuzzy,pred.fish,suitable,1,chinook,spawner
1175,fuzzy,pred.fish,reach,1,chinook,spawner
1175,fuzzy,med,reach,0.208,chinook,spawner
1175,fuzzy,mean,reach,0.222,chinook,spawner
1175,fuzzy,sd,reach,0.152,chinook,spawner
1175,fuzzy,med,suitable,0.492,chinook,spawner
1175,fuzzy,mean,suitable,0.52,chinook,spawner
1175,fuzzy,sd,suitable,0.108,chinook,spawner
1175,fuzzy,area,reach,484.98,steelhead,spawner
1175,fuzzy,area,suitable,69.24,steelhead,spawner
1175,fuzzy,pred.fish,suitable,1,steelhead,spawner
1175,fuzzy,pred.fish,reach,1,steelhead,spawner
1175,fuzzy,med,reach,0.078,steelhead,spawner
1175,fuzzy,mean,reach,0.177,steelhead,spawner
1175,fuzzy,sd,reach,0.166,steelhead,spawner
1175,fuzzy,med,suitable,0.492,steelhead,spawner
1175,fuzzy,mean,suitable,0.521,steelhead,spawner
1175,fuzzy,sd,suitable,0.106,steelhead,spawner
1175,fuzzy,area,reach,484.98,chinook,juvenile
1175,fuzzy,area,suitable,88.15,chinook,juvenile
1175,fuzzy,pred.fish,suitable,81,chinook,juvenile
1175,fuzzy,pred.fish,reach,81,chinook,juvenile
1175,fuzzy,med,reach,0.078,chinook,juvenile
1175,fuzzy,mean,reach,0.201,chinook,juvenile
1175,fuzzy,sd,reach,0.192,chinook,juvenile
1175,fuzzy,med,suitable,0.529,chinook,juvenile
1175,fuzzy,mean,suitable,0.557,chinook,juvenile
1175,fuzzy,sd,suitable,0.117,chinook,juvenile
1448,thalweg,length,reach,583.198,NA,NA
1448,thalweg,length,main,275.214,NA,NA
1448,nrei,area,reach,2832.88,steelhead,juvenile
1448,nrei,area,suitable,309.5,steelhead,juvenile
1448,nrei,pred.fish,suitable,804,steelhead,juvenile
1448,nrei,pred.fish,reach,804,steelhead,juvenile
1448,nrei,med,reach,24.304,steelhead,juvenile
1448,nrei,mean,reach,-23.807,steelhead,juvenile
1448,nrei,sd,reach,118.375,steelhead,juvenile
1448,nrei,med,suitable,54.417,steelhead,juvenile
1448,nrei,mean,suitable,46.303,steelhead,juvenile
1448,nrei,sd,suitable,42.617,steelhead,juvenile
1448,fuzzy,area,reach,2448.38,chinook,spawner
1448,fuzzy,area,suitable,1237.17,chinook,spawner
1448,fuzzy,pred.fish,suitable,25,chinook,spawner
1448,fuzzy,pred.fish,reach,25,chinook,spawner
1448,fuzzy,med,reach,0.403,chinook,spawner
1448,fuzzy,mean,reach,0.391,chinook,spawner
1448,fuzzy,sd,reach,0.203,chinook,spawner
1448,fuzzy,med,suitable,0.548,chinook,spawner
1448,fuzzy,mean,suitable,0.56,chinook,spawner
1448,fuzzy,sd,suitable,0.107,chinook,spawner
1448,fuzzy,area,reach,2448.38,steelhead,spawner
1448,fuzzy,area,suitable,1228.48,steelhead,spawner
1448,fuzzy,pred.fish,suitable,35,steelhead,spawner
1448,fuzzy,pred.fish,reach,35,steelhead,spawner
1448,fuzzy,med,reach,0.401,steelhead,spawner
1448,fuzzy,mean,reach,0.386,steelhead,spawner
1448,fuzzy,sd,reach,0.206,steelhead,spawner
1448,fuzzy,med,suitable,0.543,steelhead,spawner
1448,fuzzy,mean,suitable,0.559,steelhead,spawner
1448,fuzzy,sd,suitable,0.108,steelhead,spawner
1448,fuzzy,area,reach,2448.38,chinook,juvenile
1448,fuzzy,area,suitable,930.94,chinook,juvenile
1448,fuzzy,pred.fish,suitable,955,chinook,juvenile
1448,fuzzy,pred.fish,reach,955,chinook,juvenile
1448,fuzzy,med,reach,0.27,chinook,juvenile
1448,fuzzy,mean,reach,0.331,chinook,juvenile
1448,fuzzy,sd,reach,0.253,chinook,juvenile
1448,fuzzy,med,suitable,0.61,chinook,juvenile
1448,fuzzy,mean,suitable,0.617,chinook,juvenile
1448,fuzzy,sd,suitable,0.136,chinook,juvenile
1486,thalweg,length,reach,358.31,NA,NA
1486,thalweg,length,main,282.086,NA,NA
1486,nrei,area,reach,3039.08,steelhead,juvenile
1486,nrei,area,suitable,262.51,steelhead,juvenile
1486,nrei,pred.fish,suitable,845,steelhead,juvenile
1486,nrei,pred.fish,reach,846,steelhead,juvenile
1486,nrei,med,reach,-120.29,steelhead,juvenile
1486,nrei,mean,reach,-101.139,steelhead,juvenile
1486,nrei,sd,reach,157.263,steelhead,juvenile
1486,nrei,med,suitable,43.786,steelhead,juvenile
1486,nrei,mean,suitable,29.718,steelhead,juvenile
1486,nrei,sd,suitable,57.398,steelhead,juvenile
1486,fuzzy,area,reach,2168.65,chinook,spawner
1486,fuzzy,area,suitable,777.29,chinook,spawner
1486,fuzzy,pred.fish,suitable,15,chinook,spawner
1486,fuzzy,pred.fish,reach,15,chinook,spawner
1486,fuzzy,med,reach,0.3,chinook,spawner
1486,fuzzy,mean,reach,0.382,chinook,spawner
1486,fuzzy,sd,reach,0.145,chinook,spawner
1486,fuzzy,med,suitable,0.454,chinook,spawner
1486,fuzzy,mean,suitable,0.538,chinook,spawner
1486,fuzzy,sd,suitable,0.132,chinook,spawner
1486,fuzzy,area,reach,2168.65,steelhead,spawner
1486,fuzzy,area,suitable,489.56,steelhead,spawner
1486,fuzzy,pred.fish,suitable,14,steelhead,spawner
1486,fuzzy,pred.fish,reach,14,steelhead,spawner
1486,fuzzy,med,reach,0.23,steelhead,spawner
1486,fuzzy,mean,reach,0.303,steelhead,spawner
1486,fuzzy,sd,reach,0.188,steelhead,spawner
1486,fuzzy,med,suitable,0.583,steelhead,spawner
1486,fuzzy,mean,suitable,0.581,steelhead,spawner
1486,fuzzy,sd,suitable,0.153,steelhead,spawner
1486,fuzzy,area,reach,2168.65,chinook,juvenile
1486,fuzzy,area,suitable,368.28,chinook,juvenile
1486,fuzzy,pred.fish,suitable,323,chinook,juvenile
1486,fuzzy,pred.fish,reach,323,chinook,juvenile
1486,fuzzy,med,reach,0.197,chinook,juvenile
1486,fuzzy,mean,reach,0.226,chinook,juvenile
1486,fuzzy,sd,reach,0.168,chinook,juvenile
1486,fuzzy,med,suitable,0.502,chinook,juvenile
1486,fuzzy,mean,suitable,0.527,chinook,juvenile
1486,fuzzy,sd,suitable,0.108,chinook,juvenile
1494,thalweg,length,reach,338.978,NA,NA
1494,thalweg,length,main,314.094,NA,NA
1494,nrei,area,reach,3864.72,steelhead,juvenile
1494,nrei,area,suitable,534.68,steelhead,juvenile
1494,nrei,pred.fish,suitable,1600,steelhead,juvenile
1494,nrei,pred.fish,reach,1600,steelhead,juvenile
1494,nrei,med,reach,32.252,steelhead,juvenile
1494,nrei,mean,reach,-19.835,steelhead,juvenile
1494,nrei,sd,reach,102.515,steelhead,juvenile
1494,nrei,med,suitable,47.769,steelhead,juvenile
1494,nrei,mean,suitable,39.736,steelhead,juvenile
1494,nrei,sd,suitable,42.573,steelhead,juvenile
1494,fuzzy,area,reach,3764.7,chinook,spawner
1494,fuzzy,area,suitable,2567.73,chinook,spawner
1494,fuzzy,pred.fish,suitable,54,chinook,spawner
1494,fuzzy,pred.fish,reach,54,chinook,spawner
1494,fuzzy,med,reach,0.514,chinook,spawner
1494,fuzzy,mean,reach,0.471,chinook,spawner
1494,fuzzy,sd,reach,0.173,chinook,spawner
1494,fuzzy,med,suitable,0.569,chinook,spawner
1494,fuzzy,mean,suitable,0.57,chinook,spawner
1494,fuzzy,sd,suitable,0.091,chinook,spawner
1494,fuzzy,area,reach,3764.7,steelhead,spawner
1494,fuzzy,area,suitable,2567.73,steelhead,spawner
1494,fuzzy,pred.fish,suitable,76,steelhead,spawner
1494,fuzzy,pred.fish,reach,76,steelhead,spawner
1494,fuzzy,med,reach,0.514,steelhead,spawner
1494,fuzzy,mean,reach,0.471,steelhead,spawner
1494,fuzzy,sd,reach,0.173,steelhead,spawner
1494,fuzzy,med,suitable,0.569,steelhead,spawner
1494,fuzzy,mean,suitable,0.57,steelhead,spawner
1494,fuzzy,sd,suitable,0.091,steelhead,spawner
1494,fuzzy,area,reach,3764.7,chinook,juvenile
1494,fuzzy,area,suitable,987.61,chinook,juvenile
1494,fuzzy,pred.fish,suitable,988,chinook,juvenile
1494,fuzzy,pred.fish,reach,988,chinook,juvenile
1494,fuzzy,med,reach,0.197,chinook,juvenile
1494,fuzzy,mean,reach,0.276,chinook,juvenile
1494,fuzzy,sd,reach,0.228,chinook,juvenile
1494,fuzzy,med,suitable,0.559,chinook,juvenile
1494,fuzzy,mean,suitable,0.601,chinook,juvenile
1494,fuzzy,sd,suitable,0.157,chinook,juvenile
1521,thalweg,length,reach,806.149,NA,NA
1521,thalweg,length,main,608.973,NA,NA
1521,nrei,area,reach,15969.72,steelhead,juvenile
1521,nrei,area,suitable,807.13,steelhead,juvenile
1521,nrei,pred.fish,suitable,5952,steelhead,juvenile
1521,nrei,pred.fish,reach,5952,steelhead,juvenile
1521,nrei,med,reach,-13.018,steelhead,juvenile
1521,nrei,mean,reach,-77.228,steelhead,juvenile
1521,nrei,sd,reach,150.68,steelhead,juvenile
1521,nrei,med,suitable,43.024,steelhead,juvenile
1521,nrei,mean,suitable,29.279,steelhead,juvenile
1521,nrei,sd,suitable,56.072,steelhead,juvenile
1521,fuzzy,area,reach,15680.1,chinook,spawner
1521,fuzzy,area,suitable,251.74,chinook,spawner
1521,fuzzy,pred.fish,suitable,3,chinook,spawner
1521,fuzzy,pred.fish,reach,3,chinook,spawner
1521,fuzzy,med,reach,0.3,chinook,spawner
1521,fuzzy,mean,reach,0.301,chinook,spawner
1521,fuzzy,sd,reach,0.042,chinook,spawner
1521,fuzzy,med,suitable,0.408,chinook,spawner
1521,fuzzy,mean,suitable,0.408,chinook,spawner
1521,fuzzy,sd,suitable,0.002,chinook,spawner
1521,fuzzy,area,reach,15680.1,steelhead,spawner
1521,fuzzy,area,suitable,0,steelhead,spawner
1521,fuzzy,pred.fish,suitable,0,steelhead,spawner
1521,fuzzy,pred.fish,reach,0,steelhead,spawner
1521,fuzzy,med,reach,0.202,steelhead,spawner
1521,fuzzy,mean,reach,0.167,steelhead,spawner
1521,fuzzy,sd,reach,0.074,steelhead,spawner
1521,fuzzy,med,suitable,NA,steelhead,spawner
1521,fuzzy,mean,suitable,NA,steelhead,spawner
1521,fuzzy,sd,suitable,NA,steelhead,spawner
1521,fuzzy,area,reach,15680.1,chinook,juvenile
1521,fuzzy,area,suitable,4749.7,chinook,juvenile
1521,fuzzy,pred.fish,suitable,3963,chinook,juvenile
1521,fuzzy,pred.fish,reach,3963,chinook,juvenile
1521,fuzzy,med,reach,0.29,chinook,juvenile
1521,fuzzy,mean,reach,0.301,chinook,juvenile
1521,fuzzy,sd,reach,0.167,chinook,juvenile
1521,fuzzy,med,suitable,0.484,chinook,juvenile
1521,fuzzy,mean,suitable,0.501,chinook,juvenile
1521,fuzzy,sd,suitable,0.079,chinook,juvenile
1545,thalweg,length,reach,185.717,NA,NA
1545,thalweg,length,main,90.666,NA,NA
1545,nrei,area,reach,598.36,steelhead,juvenile
1545,nrei,area,suitable,48.55,steelhead,juvenile
1545,nrei,pred.fish,suitable,73,steelhead,juvenile
1545,nrei,pred.fish,reach,73,steelhead,juvenile
1545,nrei,med,reach,-32.956,steelhead,juvenile
1545,nrei,mean,reach,-73.275,steelhead,juvenile
1545,nrei,sd,reach,97.427,steelhead,juvenile
1545,nrei,med,suitable,17.573,steelhead,juvenile
1545,nrei,mean,suitable,18.879,steelhead,juvenile
1545,nrei,sd,suitable,32.397,steelhead,juvenile
1545,fuzzy,area,reach,391.06,chinook,spawner
1545,fuzzy,area,suitable,82.08,chinook,spawner
1545,fuzzy,pred.fish,suitable,1,chinook,spawner
1545,fuzzy,pred.fish,reach,1,chinook,spawner
1545,fuzzy,med,reach,0.286,chinook,spawner
1545,fuzzy,mean,reach,0.281,chinook,spawner
1545,fuzzy,sd,reach,0.173,chinook,spawner
1545,fuzzy,med,suitable,0.498,chinook,spawner
1545,fuzzy,mean,suitable,0.541,chinook,spawner
1545,fuzzy,sd,suitable,0.122,chinook,spawner
1545,fuzzy,area,reach,391.06,steelhead,spawner
1545,fuzzy,area,suitable,81.4,steelhead,spawner
1545,fuzzy,pred.fish,suitable,2,steelhead,spawner
1545,fuzzy,pred.fish,reach,2,steelhead,spawner
1545,fuzzy,med,reach,0.254,steelhead,spawner
1545,fuzzy,mean,reach,0.266,steelhead,spawner
1545,fuzzy,sd,reach,0.18,steelhead,spawner
1545,fuzzy,med,suitable,0.501,steelhead,spawner
1545,fuzzy,mean,suitable,0.54,steelhead,spawner
1545,fuzzy,sd,suitable,0.124,steelhead,spawner
1545,fuzzy,area,reach,391.06,chinook,juvenile
1545,fuzzy,area,suitable,20.44,chinook,juvenile
1545,fuzzy,pred.fish,suitable,16,chinook,juvenile
1545,fuzzy,pred.fish,reach,16,chinook,juvenile
1545,fuzzy,med,reach,0.078,chinook,juvenile
1545,fuzzy,mean,reach,0.131,chinook,juvenile
1545,fuzzy,sd,reach,0.112,chinook,juvenile
1545,fuzzy,med,suitable,0.478,chinook,juvenile
1545,fuzzy,mean,suitable,0.497,chinook,juvenile
1545,fuzzy,sd,suitable,0.078,chinook,juvenile
1549,thalweg,length,reach,140.145,NA,NA
1549,thalweg,length,main,116.766,NA,NA
1549,nrei,area,reach,244.88,steelhead,juvenile
1549,nrei,area,suitable,16.37,steelhead,juvenile
1549,nrei,pred.fish,suitable,23,steelhead,juvenile
1549,nrei,pred.fish,reach,23,steelhead,juvenile
1549,nrei,med,reach,-17.084,steelhead,juvenile
1549,nrei,mean,reach,-14.66,steelhead,juvenile
1549,nrei,sd,reach,16.531,steelhead,juvenile
1549,nrei,med,suitable,13.979,steelhead,juvenile
1549,nrei,mean,suitable,15.026,steelhead,juvenile
1549,nrei,sd,suitable,10.9,steelhead,juvenile
1549,fuzzy,area,reach,226.34,chinook,spawner
1549,fuzzy,area,suitable,12.3,chinook,spawner
1549,fuzzy,pred.fish,suitable,0,chinook,spawner
1549,fuzzy,pred.fish,reach,0,chinook,spawner
1549,fuzzy,med,reach,0.078,chinook,spawner
1549,fuzzy,mean,reach,0.171,chinook,spawner
1549,fuzzy,sd,reach,0.115,chinook,spawner
1549,fuzzy,med,suitable,0.497,chinook,spawner
1549,fuzzy,mean,suitable,0.504,chinook,spawner
1549,fuzzy,sd,suitable,0.069,chinook,spawner
1549,fuzzy,area,reach,226.34,steelhead,spawner
1549,fuzzy,area,suitable,12.8,steelhead,spawner
1549,fuzzy,pred.fish,suitable,0,steelhead,spawner
1549,fuzzy,pred.fish,reach,0,steelhead,spawner
1549,fuzzy,med,reach,0.078,steelhead,spawner
1549,fuzzy,mean,reach,0.115,steelhead,spawner
1549,fuzzy,sd,reach,0.109,steelhead,spawner
1549,fuzzy,med,suitable,0.507,steelhead,spawner
1549,fuzzy,mean,suitable,0.51,steelhead,spawner
1549,fuzzy,sd,suitable,0.066,steelhead,spawner
1549,fuzzy,area,reach,226.34,chinook,juvenile
1549,fuzzy,area,suitable,24.66,chinook,juvenile
1549,fuzzy,pred.fish,suitable,21,chinook,juvenile
1549,fuzzy,pred.fish,reach,21,chinook,juvenile
1549,fuzzy,med,reach,0.078,chinook,juvenile
1549,fuzzy,mean,reach,0.15,chinook,juvenile
1549,fuzzy,sd,reach,0.152,chinook,juvenile
1549,fuzzy,med,suitable,0.507,chinook,juvenile
1549,fuzzy,mean,suitable,0.53,chinook,juvenile
1549,fuzzy,sd,suitable,0.1,chinook,juvenile
157,thalweg,length,reach,140.83,NA,NA
157,thalweg,length,main,107.29,NA,NA
157,nrei,area,reach,205.36,steelhead,juvenile
157,nrei,area,suitable,27.02,steelhead,juvenile
157,nrei,pred.fish,suitable,32,steelhead,juvenile
157,nrei,pred.fish,reach,32,steelhead,juvenile
157,nrei,med,reach,-16.53,steelhead,juvenile
157,nrei,mean,reach,-14.757,steelhead,juvenile
157,nrei,sd,reach,40.977,steelhead,juvenile
157,nrei,med,suitable,21.725,steelhead,juvenile
157,nrei,mean,suitable,24.754,steelhead,juvenile
157,nrei,sd,suitable,24.328,steelhead,juvenile
157,fuzzy,area,reach,180.96,chinook,spawner
157,fuzzy,area,suitable,13.26,chinook,spawner
157,fuzzy,pred.fish,suitable,0,chinook,spawner
157,fuzzy,pred.fish,reach,0,chinook,spawner
157,fuzzy,med,reach,0.078,chinook,spawner
157,fuzzy,mean,reach,0.15,chinook,spawner
157,fuzzy,sd,reach,0.142,chinook,spawner
157,fuzzy,med,suitable,0.452,chinook,spawner
157,fuzzy,mean,suitable,0.522,chinook,spawner
157,fuzzy,sd,suitable,0.162,chinook,spawner
157,fuzzy,area,reach,180.96,steelhead,spawner
157,fuzzy,area,suitable,13.26,steelhead,spawner
157,fuzzy,pred.fish,suitable,0,steelhead,spawner
157,fuzzy,pred.fish,reach,0,steelhead,spawner
157,fuzzy,med,reach,0.078,steelhead,spawner
157,fuzzy,mean,reach,0.15,steelhead,spawner
157,fuzzy,sd,reach,0.142,steelhead,spawner
157,fuzzy,med,suitable,0.452,steelhead,spawner
157,fuzzy,mean,suitable,0.522,steelhead,spawner
157,fuzzy,sd,suitable,0.162,steelhead,spawner
157,fuzzy,area,reach,180.96,chinook,juvenile
157,fuzzy,area,suitable,19.8,chinook,juvenile
157,fuzzy,pred.fish,suitable,19,chinook,juvenile
157,fuzzy,pred.fish,reach,19,chinook,juvenile
157,fuzzy,med,reach,0.078,chinook,juvenile
157,fuzzy,mean,reach,0.165,chinook,juvenile
157,fuzzy,sd,reach,0.17,chinook,juvenile
157,fuzzy,med,suitable,0.566,chinook,juvenile
157,fuzzy,mean,suitable,0.584,chinook,juvenile
157,fuzzy,sd,suitable,0.13,chinook,juvenile
1587,thalweg,length,reach,309.541,NA,NA
1587,thalweg,length,main,244.454,NA,NA
