GU,GUKey,SubGU,UnitID,Channel,Forcing,Perimeter,ElongRatio,Morphology,Position,Orient,OrientCat,bfSlope,bfSlopeSm,bedSlope,Area,Width,Length,LtoWRatio,bfwRatio,ThalwegCh,OnThalweg,VisitID,ForceType,ForceElem,ForceHyd,ValleyUnit,UnitShape,UnitForm,FormID
Bank,Bk,NA,11,NA,"NA",283.60001347,0.0983971838726,Elongated,Margin Attached,19.2329880038,Diagonal,0.919280049387,0.834072610453,20.4960919896,71.3400067783,0.736536034932,96.8588139546,131.505872572,0.0887392813171,Main,Split,1027,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,12,NA,"NA",143.200006803,0.281092106361,Elongated,Mid Channel,-3.7831585322,Longitudinal,0.868841437181,0.96287972845,3.08463278569,90.750008619,2.37310385407,38.2410607371,16.1143645995,0.285916126997,Main,Main,1027,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,13,NA,"NA",110.600005256,0.31180716091,Elongated,Margin Detached,-1.92187356167,Longitudinal,0.518759110539,0.613215551169,3.72027816697,48.6700046213,1.92779804675,25.2464228311,13.0959894236,0.23226482491,Main,Main,1027,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,14,NA,"NA",176.000008358,0.291781824075,Elongated,Channel Spanning,0.877515440072,Longitudinal,1.05481656323,1.03286080312,5.92632052291,98.7600093799,2.56976585035,38.4315206642,14.9552616473,0.309610343416,"Main, Backwater","Main, Return",1027,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,15,NA,"NA",93.6000044458,0.3085391079,Elongated,Mid Channel,-1.14760555512,Longitudinal,0.705682237218,0.773043991974,6.06486451325,23.0100021883,1.31163593552,17.5429793933,13.3748846903,0.158028425966,Main,Main,1027,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,16,NA,"NA",103.800004929,0.337607256699,Elongated,Channel Spanning,-12.6122347354,Longitudinal,0.761732566321,0.759464394429,3.36686643467,46.930004458,2.04966001059,22.8964824486,11.1708685003,0.246946989227,Main,"Main, Split",1027,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,17,NA,"NA",23.6000011228,0.48702780476,Elongated,Margin Attached,-15.0744946815,Diagonal,1.71786869442,1.4921919021,6.4901465304,11.1700010608,1.44253088583,7.7433358069,5.36788215972,0.173798901907,Main,Split,1027,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,18,NA,"NA",138.200006559,0.248523317116,Elongated,Margin Attached,49.029034055,Diagonal,1.21690269981,1.22218495676,6.50078538039,61.0500057985,1.72089650936,35.4756985481,20.6146612276,0.207336928838,Main,"Main, Split",1027,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,19,NA,"NA",11.4000005424,0.540537095457,Elongated,Margin Attached,-10.1476843135,Longitudinal,1.74813842348,1.53611803021,4.45597476706,3.49000033172,0.894917488255,3.89980124148,4.35772156948,0.107821384127,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,20,NA,"NA",44.4000021107,0.309363627886,Elongated,Margin Attached,8.65220088293,Longitudinal,1.65240787858,1.27530406889,8.58424949774,13.3100012623,1.00023732713,13.3068431874,13.3036858618,0.120510521341,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,21,NA,"NA",115.200005475,0.162795702813,Elongated,Margin Attached,-2.50310484324,Longitudinal,0.81853372419,0.773102735332,10.7736712,24.9200023665,0.720214289617,34.6008163484,48.0423907818,0.0867728059779,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,22,NA,"NA",130.800006209,0.179828126515,Elongated,Margin Attached,-3.14426859515,Longitudinal,0.50251694283,0.509128489888,8.62848707682,30.5600029029,0.881006418792,34.6876052785,39.3727043738,0.106145351662,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,23,NA,"NA",81.8000038862,0.312601420121,Elongated,Margin Attached,3.92280907656,Longitudinal,1.02232847087,0.982495594234,6.0458852428,64.2800061036,2.22112836632,28.9402481542,13.0295252598,0.267605827267,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,24,NA,"NA",115.400005486,0.224147844511,Elongated,Margin Attached,-1.14938980616,Longitudinal,0.865290623919,0.835520954879,8.53420139542,54.4200051698,1.46540818686,37.1364140433,25.3420271404,0.176555203237,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,25,NA,"NA",19.2000009138,0.417168429599,Elongated,Margin Attached,4.97562553746,Longitudinal,0.462792729196,0.432414017074,6.76916812826,6.30000059716,0.927954083232,6.78912966816,7.31623448922,0.111801696775,Main,Split,1027,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,26,NA,"NA",21.4000010174,0.496243741851,Elongated,Margin Attached,-15.0179833737,Diagonal,1.06009778193,0.938395340377,10.5103079151,5.08000048248,0.991223698928,5.12497883977,5.17035543572,0.119424542039,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,27,NA,"NA",63.0000029951,0.172042513032,Elongated,Margin Attached,-1.87197065986,Longitudinal,0.504675827381,0.472019459387,10.1880667821,11.5400010962,0.517944779415,22.2803695584,43.0168821927,0.0624029854717,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,28,NA,"NA",31.6000015028,0.310363275195,Elongated,Margin Attached,2.72953358819,Longitudinal,0.946243561702,0.841481328953,5.70349644428,9.49000090113,0.847321468717,11.2000005329,13.218124344,0.102086923942,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,29,NA,"NA",10.6000005025,0.530193428848,Elongated,Margin Attached,-13.7221598586,Longitudinal,1.47053708787,1.26460400379,6.93304186285,3.08000029305,0.824621164356,3.73504880323,4.52941176467,0.0993519475128,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,30,NA,"NA",48.2000022903,0.23983647032,Elongated,Margin Attached,2.10488628323,Longitudinal,0.808607130839,1.10498029496,8.96797125201,17.2000016335,0.881503874225,19.5121112186,22.1350260494,0.106205286051,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Mid Channel Bar,Bc,NA,31,NA,"NA",0.600000025705,0.797884892202,NA,Mid Channel,103.050906216,Transverse,0,1.65116345882,1.50338935852,0.0200000016205,0.100000003353,0.200000009499,2.00000002794,0.012048193175,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Mid Channel Bar,Bc,NA,32,NA,"NA",9.00000042468,0.453208849127,Elongated,Mid Channel,68.5926989489,Diagonal,1.35704346425,1.28576597271,5.23999821155,1.09000010299,0.419330457405,2.59938214298,6.19888705214,0.050521741856,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Mid Channel Bar,Bc,NA,33,NA,"NA",21.4000010174,0.746648182874,NA,Mid Channel,37.838304936,Diagonal,1.40326968185,1.32924881672,5.48680440255,14.23000135,2.49610724251,5.70087739328,2.28390723612,0.30073581235,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Pocket Pool,Pk,NA,34,NA,"NA",5.20000024699,0.715131063528,NA,Margin Detached,15.7990796954,Diagonal,0.339719823208,0.475841714133,3.12518993765,1.16000011019,0.682589204866,1.69941174271,2.48965516974,0.0822396632369,Main,Split,1027,NA,NA,NA,NA,NA,NA,NA
Pool,Po,NA,35,NA,"NA",28.4000013508,0.344103167227,Elongated,Mid Channel,-15.9000889945,Diagonal,1.38380805792,1.41548671976,2.23666405687,9.13000086777,0.921443767076,9.90836467074,10.7530866503,0.111017321334,Main,Main,1027,NA,NA,NA,NA,NA,NA,NA
Pool,Po,NA,36,NA,"NA",22.4000010602,0.506325354709,Elongated,Margin Detached,-4.82440665481,Longitudinal,0.742219711617,0.814189978085,8.44725378508,11.6200011038,1.52959874129,7.59676429523,4.96650794106,0.184289004974,Main,Main,1027,NA,NA,NA,NA,NA,NA,NA
Pool,Po,NA,37,NA,"NA",49.0000023264,0.405442452536,Elongated,Margin Attached,-0.297902306347,Longitudinal,0.600506419456,0.637943732831,4.42236675599,39.2800037329,2.25195515461,17.4426225373,7.74554613204,0.271319898146,Main,Main,1027,NA,NA,NA,NA,NA,NA,NA
Pool,Po,NA,38,NA,"NA",6.60000031628,0.856511718029,NA,Mid Channel,11.0284663589,Longitudinal,0.50337116191,0.587463730803,1.6805323664,2.08000019787,1.09473689344,1.90000009164,1.7355769254,0.131896011258,Main,Main,1027,NA,NA,NA,NA,NA,NA,NA
Pool,Po,NA,39,NA,"NA",12.8000006098,0.493210907697,Elongated,Margin Attached,-0.0436575030832,Longitudinal,1.05599335093,1.03372647599,5.19306662497,4.7500004516,0.952630003033,4.9861965679,5.23413765262,0.114774699161,Main,Main,1027,NA,NA,NA,NA,NA,NA,NA
Pool,Po,NA,40,NA,"NA",16.8000007961,0.467694801741,Elongated,Margin Attached,7.45103034251,Longitudinal,0.588575340075,0.823475903793,3.78584883975,6.99000066429,1.0958368707,6.37868724004,5.82083648634,0.132028538638,Main,Main,1027,NA,NA,NA,NA,NA,NA,NA
Pool,Po,NA,41,NA,"NA",16.800000798,0.523370766844,Elongated,Mid Channel,40.8803696357,Diagonal,0.493985339568,0.677448855415,5.39030292508,6.57000062449,1.18887699627,5.52622402916,4.64827231624,0.143238192321,"Main, Backwater","Main, Return",1027,NA,NA,NA,NA,NA,NA,NA
Pool,Po,NA,42,NA,"NA",38.000001803,0.48251851407,Elongated,Mid Channel,11.2796729692,Longitudinal,0.744115485217,0.774489809456,4.56567333703,30.1200028609,2.34685492306,12.8341988953,5.46868013406,0.282753605188,Main,Main,1027,NA,NA,NA,NA,NA,NA,NA
Pool,Po,NA,43,NA,"NA",17.8000008427,0.518739580195,Elongated,Margin Detached,-7.30762490652,Longitudinal,0.771291738166,0.924796948235,4.45728517394,8.68000082353,1.35442208497,6.40863798652,4.7316402011,0.163183383732,Main,Main,1027,NA,NA,NA,NA,NA,NA,NA
Pool,Po,NA,44,NA,"NA",23.2000011019,0.572368030502,Elongated,Margin Attached,-6.43092704718,Longitudinal,0.675970153031,0.614322260586,7.00977519782,14.0100013311,1.89862508202,7.37902467618,3.88650963587,0.228750009882,Main,"Main, Split",1027,NA,NA,NA,NA,NA,NA,NA
Pool,Po,NA,45,NA,"NA",23.4000011105,0.553798939224,Elongated,Margin Attached,4.06175351799,Longitudinal,0.496605101726,0.582305583733,4.85037633877,13.5000012831,1.80328255649,7.48634828995,4.15151151049,0.217262958613,Main,"Main, Split",1027,NA,NA,NA,NA,NA,NA,NA
Pool,Po,NA,46,NA,"NA",57.8000027444,0.336510271816,Elongated,Margin Attached,7.07058405987,Longitudinal,1.36837688865,1.28643872829,6.81571199996,43.7700041577,1.97301949567,22.1842735228,11.2438187111,0.237713192249,Main,"Main, Split",1027,NA,NA,NA,NA,NA,NA,NA
Riffle,Rf,NA,47,NA,"NA",68.6000032593,0.430316692657,Elongated,Mid Channel,0.638780483209,Longitudinal,0.696644485411,0.685442701106,2.81831536759,53.9300051235,2.8005812793,19.2567184256,6.87597198765,0.337419431241,Main,Main,1027,NA,NA,NA,NA,NA,NA,NA
Riffle,Rf,NA,48,NA,"NA",32.4000015389,0.882683864704,NA,Margin Detached,-5.09399082987,Longitudinal,0.819805965718,0.785860312283,2.42438490617,24.4400023216,3.86723502582,6.31976131743,1.63418082305,0.465931930822,Main,Main,1027,NA,NA,NA,NA,NA,NA,NA
Riffle,Rf,NA,49,NA,"NA",49.4000023454,0.451190311385,Elongated,Mid Channel,-10.4986974493,Longitudinal,0.627791991785,0.702816088087,6.49293950909,19.2700018289,1.75527594237,10.9783318758,6.2544763537,0.211479029201,"Main, Backwater","Main, Return",1027,NA,NA,NA,NA,NA,NA,NA
Riffle,Rf,NA,50,NA,"NA",19.0000009052,0.77313095807,NA,Margin Detached,109.089895188,Diagonal,0.654557791273,0.695402445428,2.73052703774,9.74000092432,2.1383427581,4.55492969376,2.13012141131,0.257631657603,Main,Main,1027,NA,NA,NA,NA,NA,NA,NA
Riffle,Rf,NA,51,NA,"NA",133.600006348,0.460562906506,Elongated,Channel Spanning,2.89037084728,Longitudinal,0.763294457139,0.798242370804,2.09082613443,194.270018456,5.68900879501,34.1483069295,6.00250556115,0.685422746386,Main,"Main, Split",1027,NA,NA,NA,NA,NA,NA,NA
Transition,Tr,NA,52,NA,"NA",61.600002924,0.145763077604,Elongated,Margin Detached,-3.25732511828,Longitudinal,1.04356639543,1.08159705213,9.41586867222,10.010000951,0.408704430784,24.4920294399,59.926018890899996,0.0492414976848,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Transition,Tr,NA,53,NA,"NA",117.000005558,0.198667329031,Elongated,Margin Detached,3.66337050958,Longitudinal,0.864203783839,0.90183755105,4.24312762118,54.5700051849,1.30061335091,41.9571313386,32.2594961132,0.156700403724,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Transition,Tr,NA,54,NA,"NA",40.6000019293,0.300869406213,Elongated,Margin Detached,-2.10433550846,Longitudinal,0.629247971024,0.627707180388,4.50218494791,16.4400015618,1.0811195316,15.2064606006,14.0654757926,0.130255365253,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Transition,Tr,NA,55,NA,"NA",158.000007503,0.216363520403,Elongated,Margin Attached,1.63661162157,Longitudinal,0.758055885311,0.810235195428,3.35942458768,113.540010783,2.0431641606,55.5706746295,27.1983405451,0.246164356699,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Transition,Tr,NA,56,NA,"NA",74.4000035338,0.133348284412,Elongated,Margin Attached,7.37941805934,Longitudinal,0.722962129171,0.739218971577,11.2006067922,9.61000091262,0.366348067013,26.231886498,71.6037256914,0.0441383213268,Backwater,Return,1027,NA,NA,NA,NA,NA,NA,NA
Transition,Tr,NA,57,NA,"NA",115.800005505,0.234549620654,Elongated,Margin Attached,3.00945899538,Longitudinal,0.862463707789,0.847730816037,3.85950910632,64.6700061439,1.67159453744,38.6876151456,23.1441382938,0.201396932221,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Transition,Tr,NA,58,NA,"NA",105.400005003,0.200416574613,Elongated,Margin Detached,-4.8218432029,Longitudinal,0.572623692478,0.595144628545,4.62613126412,39.2800037329,1.11317681571,35.2864012063,31.6988287109,0.13411768864,None,None,1027,NA,NA,NA,NA,NA,NA,NA
Transition,Tr,NA,59,NA,"NA",115.400005477,0.19330503126,Elongated,Margin Attached,17.7320700751,Diagonal,1.17463078664,1.26826049161,6.01268731432,30.940002941,0.952901675104,32.4692502378,34.0740824433,0.114807430735,Main,Split,1027,NA,NA,NA,NA,NA,NA,NA
Bank,Bk,NA,1,NA,"NA",38.2000018153,0.210526353589,Elongated,Margin Attached,1.69442624919,Longitudinal,1.00417112234,0.709364757547,30.1932014108,6.40000060759,0.471999168138,13.5593472184,28.7274811774,0.0646574202929,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Bank,Bk,NA,2,NA,"NA",146.000006936,0.128410072392,Elongated,Margin Attached,4.47863838222,Longitudinal,2.08505716465,1.64390153922,32.3250769376,27.7900026396,0.599912819004,46.3234019333,77.216889631,0.0821798382197,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Bank,Bk,NA,3,NA,"NA",11.200000532,0.302799231805,Elongated,Margin Attached,-24.2896999866,Diagonal,1.2947632024,1.27374991313,22.6853261733,1.42000013461,0.319774419398,4.44063079619,13.8867605625,0.043804714986,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Bank,Bk,NA,4,NA,"NA",111.600005304,0.161673986718,Elongated,Margin Attached,11.7141768198,Longitudinal,1.75043538569,1.54209328985,32.6211247571,25.0900023844,0.717687291951,34.9595188124,48.7113527081,0.0983133276645,Main,Cut-off,1029,NA,NA,NA,NA,NA,NA,NA
Bank,Bk,NA,5,NA,"NA",46.4000022039,0.442668954827,Elongated,Margin Attached,-92.6044713297,Transverse,1.57820681434,1.64950107361,21.1680996114,9.40000089249,1.20278435338,7.81520051043,6.49759076801,0.164764979915,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Bank,Bk,NA,6,NA,"NA",62.2000029571,0.197675276192,Elongated,Margin Attached,1.38932171646,Longitudinal,1.10290321558,0.930060447747,21.4828176232,14.850001410500001,0.675087954473,21.9971357985,32.5841035272,0.0924778019826,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Bank,Bk,NA,7,NA,"NA",37.2000017669,0.260096779593,Elongated,Margin Attached,-3.4961395173,Longitudinal,0.835819397349,0.873300818129,23.273521248,9.33000088602,0.704077676425,13.2513800656,18.8209064274,0.0964489967705,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Bank,Bk,NA,8,NA,"NA",17.0000008065,0.295821360914,Elongated,Margin Attached,86.1508360834,Transverse,2.33927068253,1.61937301612,25.2521995315,2.58000024453,0.421098952908,6.12682654923,14.5496124056,0.0576847880696,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Bank,Bk,NA,9,NA,"NA",92.6000043973,0.179571347788,Elongated,Margin Attached,-32.5541213244,Diagonal,1.31716360207,1.25249604892,27.0659492763,19.3400018365,0.699858199371,27.6341719708,39.4853871764,0.0958709862151,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Bank,Bk,NA,10,NA,"NA",30.8000014629,0.214407041756,Elongated,Margin Attached,30.7650710256,Diagonal,2.35018058578,1.73216793505,19.924183357,4.49000042709,0.402630799246,11.151656643,27.6969786313,0.0551549040063,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Bank,Bk,NA,11,NA,"NA",54.8000026047,0.228075944931,Elongated,Margin Attached,38.9792531283,Diagonal,1.66709556991,1.47038986829,26.0474265803,7.49000071133,0.553178343632,13.5399384259,24.4766241878,0.0757778552921,Backwater,Return,1029,NA,NA,NA,NA,NA,NA,NA
Bank,Bk,NA,12,NA,"NA",12.5992026037,0.281856099227,Elongated,Margin Attached,1.23508511807,Longitudinal,0.725648979545,0.604977311293,18.6606944275,1.50004014271,0.305931104858,4.90319591205,16.0271245199,0.0419083705284,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Bank,Bk,NA,13,NA,"NA",97.1988074575,0.179096619334,Elongated,Margin Attached,14.0048961477,Longitudinal,1.11839089313,0.993055253374,29.0555293401,17.2500666352,0.659215687603,26.1675608751,39.6949911344,0.0903035188497,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Chute,Ch,NA,14,NA,"NA",29.4000013974,0.34458228972,Elongated,Margin Attached,-1.34996035075,Longitudinal,1.38677770737,1.50458265787,5.70133292674,10.4600009932,0.987651147544,10.590785035,10.7232043028,0.13529467774600001,Main,Cut-off,1029,NA,NA,NA,NA,NA,NA,NA
Chute,Ch,NA,15,NA,"NA",62.9972093928,0.287879473521,Elongated,Margin Detached,12.2019616039,Longitudinal,1.74901238355,1.63108304646,12.6276991935,20.5699269549,1.15710249966,17.7771000935,15.3634618357,0.158507191734,Side,Cut-off,1029,NA,NA,NA,NA,NA,NA,NA
Chute,Ch,NA,16,NA,"NA",25.6000012159,0.300347879455,Elongated,Margin Attached,-44.3817622211,Diagonal,1.03652222714,1.23158115342,8.62469215537,3.39000032268,0.490082502484,6.91720333923,14.1143650389,0.0671345893814,"Main, Side",Cut-off,1029,NA,NA,NA,NA,NA,NA,NA
Chute,Ch,NA,17,NA,"NA",20.8000009842,0.325002532001,Elongated,Margin Attached,-8.39443163287,Longitudinal,1.85126079991,1.63871793249,15.5621620897,2.68000025477,0.471518698092,5.68376241625,12.0541612438,0.0645916024783,Main,Cut-off,1029,NA,NA,NA,NA,NA,NA,NA
Chute,Ch,NA,18,NA,"NA",63.2000029981,0.277582777233,Elongated,Margin Detached,14.7633910847,Longitudinal,1.05811650468,1.08860786501,7.64777200078,20.3400019334,1.10946286071,18.3331976705,16.5243906036,0.151981213796,Main,Cut-off,1029,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,19,NA,"NA",16.2000007704,0.459505969681,Elongated,Margin Detached,22.2021262712,Diagonal,1.47446897371,1.52309030165,8.35190550062,5.97000056684,0.995000047213,6.00000028498,6.03015075405,0.136301376331,Main,Cut-off,1029,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,20,NA,"NA",71.8000034112,0.365884371709,Elongated,Margin Attached,13.9836410906,Longitudinal,1.18786438276,1.03204139376,5.49772373743,29.6200028148,1.76474176726,16.7843269561,9.51092520591,0.241745447569,Main,"Cut-off, Main",1029,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,21,NA,"NA",17.3837581563,0.595953899267,Elongated,Mid Channel,29.379497871,Diagonal,1.46913429346,1.83082469897,2.50397793674,8.0430666945,1.49784977292,5.36974190597,3.58496693263,0.2051849004,Main,Cut-off,1029,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,22,NA,"NA",281.798816997,0.224520919061,Elongated,Channel Spanning,-17.6782088007,Diagonal,1.34800923438,1.48099458339,8.18114272221,128.410132194,2.25476463823,56.9505703683,25.2578780963,0.308871868251,"Main, Side","Cut-off, Main, Split",1029,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,23,NA,"NA",17.4008264878,0.620190511392,NA,Margin Attached,1.40075094163,Longitudinal,1.6562248492,1.66499434229,6.93375229182,5.56000268328,1.29600708374,4.29010207818,3.31024585592,0.17753521695,Main,Split,1029,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,24,NA,"NA",105.000004997,0.307535432864,Elongated,Margin Attached,111.130615553,Diagonal,1.62648610028,1.74236700979,12.156446358,30.3200028795,1.50073681628,20.2034111182,13.4623279039,0.205580385792,Side,"Cut-off, Anabranch",1029,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,25,NA,"NA",59.2000028137,0.356524893221,Elongated,Mid Channel,-3.84916380802,Longitudinal,0.757624741452,0.843338533575,6.69955671658,15.3200014575,1.23669902688,12.3878171847,10.0168407312,0.1694108256,Main,"Cut-off, Main",1029,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,26,NA,"NA",107.400005106,0.486914095119,Elongated,Margin Attached,-7.29871967057,Longitudinal,1.37328702043,1.44950740253,6.61772090567,47.3400044973,2.96900720362,15.9447253747,5.37038958857,0.406713315565,"Main, Backwater","Main, Return, Split",1029,NA,NA,NA,NA,NA,NA,NA
Glide-Run,GR,NA,27,NA,"NA",322.798817944,0.463476779706,Elongated,Channel Spanning,20.9598980414,Diagonal,1.19392247768,1.19283938729,4.94162648417,162.519955438,5.236318869,31.0370623914,5.92726745026,0.717303954657,"Main, Side","Cut-off, Main, Split, Anabranch",1029,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,28,NA,"NA",44.4000021089,0.297562680391,Elongated,Margin Attached,5.70508178088,Longitudinal,0.525199550681,0.511041625864,12.5792128067,11.4200010848,0.891161245812,12.8147415953,14.3798236913,0.122076882988,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,29,NA,"NA",29.8000014182,0.281969856004,Elongated,Margin Attached,-4.2063366097,Longitudinal,1.49872764767,1.592072017,8.54864411587,8.39000079785,0.723816436464,11.5913377691,16.014195292,0.0991529365019,Main,Cut-off,1029,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,30,NA,"NA",11.0000005215,0.562340840559,Elongated,Margin Detached,-10.1010315975,Longitudinal,1.28367682792,0.941311239839,10.9454351971,3.3400003171,0.910788706815,3.66715165889,4.02634730916,0.124765576276,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,31,NA,"NA",13.600000646,0.393072632878,Elongated,Margin Attached,-7.36811302323,Longitudinal,1.08012651182,1.77044962967,10.7621601037,2.33000022069,0.531735365577,4.38187935489,8.24071453312,0.072840461038,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,32,NA,"NA",39.2000018563,0.62757518171,NA,Margin Attached,15.5285012872,Diagonal,1.2195824999,1.42086513028,6.3496797052,23.5900022407,2.70131051335,8.73279918174,3.23280094553,0.370042536076,None,None,1029,NA,NA,NA,NA,NA,NA,NA
Margin Attached Bar,Br,NA,33,NA,"NA",12.4000005927,0.417104825873,Elongated,Margin Attached,-16.5538318253,Diagonal,2.6079310047,2.31449078196,12.5211089619,1.81000017203,0.497312390718,3.63956379494,7.31846594388,0.0681249850299,None,None,1029,NA,NA,NA,NA,NA,NA,NA
